,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,image
541,Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,38990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.P8QfhnMD9tZuNx0VYilPmQHaHa?rs=1&pid=ImgDetMain
542,Lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN Laptop,52990,63.0,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.TG-g8nNwzd-TKPJmZoxE2QAAAA?rs=1&pid=ImgDetMain
543,HP,Omen 17-ck2011TX Gaming Laptop,362999,88.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090 ,17.3,2560,1440,Windows 11  OS,1,https://images-na.ssl-images-amazon.com/images/I/81LUaazJcZL._AC_.jpg
544,Acer,Aspire 5 A515-58GM 15 2023 Gaming Laptop,64990,65.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.6mDXe1Hz96AMbUgoM9mj2QHaFe?rs=1&pid=ImgDetMain
545,Acer,Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop,62990,64.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.dpb8VMO4nLmRRbnecQ3Y-QHaFk?rs=1&pid=ImgDetMain
546,Acer,One 11 Z8-284 UN.013SI.032 Laptop,18990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,11.6,1366,768,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ia4iu2p1X-w1200-h1200/a4iu2p1X.jpg
547,HP,Omen 16-u0022TX Gaming Laptop,169999,78.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,2560,1600,Windows 11 OS,1,https://www.omen.com/content/dam/sites/omen/worldwide/laptops/2023-omen-16-intel/ImageMain322x.png
548,HP,Omen 16-u0021TX Gaming Laptop,189999,80.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.1,2560,1600,Windows 11 OS,1,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6464/6464187_sd.jpg
549,HP,Omen 16-u0024TX Gaming Laptop,298999,88.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,2TB,SSD,8GB NVIDIA GeForce RTX 4070,16.1,2560,1600,Windows 11 OS,1,https://th.bing.com/th/id/OIP.En6b1Gkyozi9dfOBhWkrpQAAAA?rs=1&pid=ImgDetMain
550,HP,Pavilion Plus ‎14-ey0789AU Laptop,99999,70.0,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",16GB,LPDDR5x,1TB,SSD,AMD Radeon 780M Graphics,14.0,2880,1800,Windows 11 OS,1,https://m.media-amazon.com/images/I/41s5XhyyVZL.jpg
551,HP,Omen 17-ck2008AX Gaming Laptop,267999,85.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,1TB,SSD,12GB NVIDIA GeForce RTX 4080,17.3,2560,1440,Windows 11 OS,1,https://i5.walmartimages.com/asr/473be23c-3102-4bf5-973e-6d99eb076a93_1.251c427588a9960923e35324285a6332.jpeg
552,Lenovo,IdeaPad Pro 5 83AQ005SIN Gaming Laptop,108990,63.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,2560,1600,Windows 11  OS,3,https://cdn1.smartprix.com/rx-i3GoJst3P-w1200-h1200/3GoJst3P.jpg
553,Lenovo,IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop,51990,69.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1,https://lidernotebooks.com.ar/wp-content/uploads/2022/09/Lenovo-IdeaPad-Gaming-3-15IHU6-82K1015EUS-RTX3050_0003_Capa-7.jpg
554,Asus,TUF Gaming F17 FX706HF-HX019W Laptop,62608,66.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,17.3,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.ep8VN5kHngLQSjJUgSvmHQHaFj?rs=1&pid=ImgDetMain
555,Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,57999,67.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.B1l7vfIvn9mzWCQRn_ZHdAHaFj?rs=1&pid=ImgDetMain
556,Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,62990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.LG90CCtI54xrTLrl-Fj7mAHaHa?rs=1&pid=ImgDetMain
557,Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,71990,69.32352941,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Integrated Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iyOhZVTHa-w1200-h1200/yOhZVTHa.jpg
558,Lenovo,Legion Pro 7 2023 82WQ007TIN Gaming Laptop,297990,85.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,12GB NVIDIA Geforce RTX 4080,16.0,2560,1600,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iUf5SMKV5-w1200-h1200/Uf5SMKV5.jpg
559,Lenovo,Legion Slim 5 82YA00DXIN Gaming Laptop,138490,78.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560,1600,Windows 11 OS,1,https://th.bing.com/th/id/OIP.uzQVH7kZflkatj51uuIhZgHaHJ?rs=1&pid=ImgDetMain
560,Lenovo,Legion 5 Pro 82JQ010EIN Laptop,103395,77.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 3060,16.0,2560,1600,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iBF0suQdE-w420-h420/lenovo-legion-5-pro.jpg
561,Lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,88990,66.0,6th Gen AMD Ryzen 7 6800HS ,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16.0,2560,1600,Windows 11  OS,3,https://cdn1.smartprix.com/rx-iY5UetDWp-w1200-h1200/Y5UetDWp.jpg
562,MSI,CreatorPro Z16 HX B13VKTO-214IN Laptop,419990,89.0,13th Gen Intel Core i9 13950HX,24 Cores (8P + 16E),64GB,DDR5,2TB,SSD,8GB NVIDIA RTX 3000 Ada,16.0,2560,1600,Windows 11 OS,2,https://cdn1.smartprix.com/rx-ib9n5PQCX-w1200-h1200/b9n5PQCX.jpg
563,Lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop,87990,65.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920,1200,Windows 11 OS,1,https://images-na.ssl-images-amazon.com/images/I/71rUiZ1OLoL._AC_SL1500_.jpg
564,Lenovo,IdeaPad Slim 3 82RK00EMIN Laptop,48990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.xmaEa6zqtQs3BMJWj-MKQAAAAA?rs=1&pid=ImgDetMain
565,MSI,Bravo 15 B7ED-011IN Gaming Laptop,79990,70.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB AMD Radeon RX6550M,15.6,1920,1080,Windows 11 OS,1,https://neofiliac.com/x/P/84/28/1607638790.jpg
566,Lenovo,IdeaPad 3 15IAU7 82RK00XDIN Laptop,33990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics ,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.6RiSIKnkAF1GK_4xoVpVhwHaFj?rs=1&pid=ImgDetMain
567,HP,14s-dr3002TU Laptop,26990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1366,768,Windows 11 OS,1,https://m.media-amazon.com/images/I/8138vDpAgtL._SL1500_.jpg
568,Acer,C734 NX.H8VSI.004 Chromebook Laptop,13990,69.32352941,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",4GB,LPDDR4X,64GB,Hard-Disk,Intel Integrated UHD,11.6,1280,1024,Chrome OS,1,https://cdn.specandreview.com/media/2022/10/acer-chromebook-celeron-dual-core-4-gb-16-gb-emmc-storage-chrome-os-c733-3.jpeg
569,Acer,TravelMate P2 TMP214-53 Business Laptop,49990,65.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iDLMz8S9b-w1200-h1200/DLMz8S9b.jpg
570,MSI,Bravo 15 B7ED-012IN Gaming Laptop,59990,65.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB AMD Radeon RX6550M,15.6,1920,1080,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/SSNvR4kRFcCBNbocq8tzg7.jpg
571,Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,91990,71.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.pLfr8_0mg_Uori9Q_0gCAgHaHa?rs=1&pid=ImgDetMain
572,Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,95689,73.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,Integrated Intel Iris Xe Graphics,16.0,1920,1200,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iQhHrRu1K-w1200-h1200/QhHrRu1K.jpg
573,Acer,Chromebook CB314-3H NX.K04SI.007 Laptop,26732,69.32352941,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8GB,LPDDR4X,128GB,SSD,Intel Integrated UHD,14.0,1280,1024,Chrome OS,1,https://th.bing.com/th/id/OIP.m5CaLErgMo0TmOTLaAVXrgHaFK?rs=1&pid=ImgDetMain
574,HP,Zbook FireFly 14 G8 4F0W6PA Laptop,89999,70.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/yWiG8CaYZ8QJ5xH3QhBERi-1200-80.jpg
575,Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,69990,62.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,AMD Radeon Graphics,14.0,1920,1200,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iX04IToaN-w1200-h1200/X04IToaN.jpg
576,Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,65391,69.32352941,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,AMD Radeon Graphics,14.0,1920,1200,Windows 11 OS,1,https://cdn1.smartprix.com/rx-inYINGH9T-w420-h420/asus-vivobook-s14-fl.jpg
577,Lenovo,Thinkpad T14 Laptop,90000,69.32352941,4th Gen AMD Ryzen 7 PRO 4750U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14.0,1920,1080,Windows 10 OS,1,https://cdn.shopify.com/s/files/1/0192/2088/9664/products/img3048_a612cbba-fedf-4716-a457-c84aaab78bbd_2048x2048.jpg?v=1596388085
578,Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,38390,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/1_z1r3yH5.JPG
579,Lenovo,IdeaPad 1 15AMN7 82VG00J5IN Laptop,40990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M,15.6,1920,1080,Windows 11 OS,1,https://ardes.bg/uploads/original/lenovo-ideapad-1-15-gen-7-399347.jpg
580,Lenovo,IdeaPad Gaming 3 82K2028AIN Laptop,50990,62.0,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB  NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iWTYJlCR9-w1200-h1200/WTYJlCR9.jpg
581,Dell,Vostro 3520 Laptop,47990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.idmMVchGZrwxIMhHSnK1JQHaFF?rs=1&pid=ImgDetMain
582,Dell,Inspiron 15 3520 IN352092K4N001ORS1 Laptop,59990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.P8QfhnMD9tZuNx0VYilPmQHaHa?rs=1&pid=ImgDetMain
583,Dell,Vostro 3530 Laptop,61990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Graphics ,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.8JRBD_WHSPk3vsWyFbEhVgHaHa?rs=1&pid=ImgDetMain
584,Lenovo,V14 G4 Laptop,31990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon,14.0,1920,1080,Windows 11 OS,1,https://www.lenovo.com/medias/?context=bWFzdGVyfHJvb3R8MTU5ODI3fGltYWdlL3BuZ3xoYjcvaGEyLzE2NTU5OTg2NDc1MDM4LmpwZ3w0NDVmYTkzNmUwNzQwMmE1MjgyOTUyYjY5NjJlYmNhZTc3ZDI0MDhjYzM3MzUwODNkNTQ1MjE3ZmNmNjliZTYy
585,MSI,Creator M16 B13VE-1271IN Laptop,129990,82.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.0,1920,1200,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iPiwHUMyn-w1200-h1200/PiwHUMyn.jpg
586,Lenovo,V15 G3 82TTA02UIH Laptop,49989,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.gb6RCm9IIbC2KF0c1uTL3AHaFj?rs=1&pid=ImgDetMain
587,Dell,Vostro 3525 Laptop,42990,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.r8f9vs45BeSQGjUrcemkzAHaHa?rs=1&pid=ImgDetMain
588,MSI,Creator Pro M16 B13VJ-1272IN Gaming Laptop,259990,83.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX A2000 Ada,16.0,1920,1200,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iczPQwT0l-w1200-h1200/czPQwT0l.jpg
589,Lenovo,IdeaPad Slim 3i 82X70032IN Laptop,44690,69.32352941,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,LPDDR5,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://supremeitmall.com/wp-content/uploads/2023/07/1-57.png
590,Lenovo,IdeaPad Flex 5 Gen 8 82XX0070IN Laptop,61990,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14.0,1920,1200,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/9RJKuvMEvfBHRCcLD4dzaK.jpg
591,HP,ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop,123300,75.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,16.0,1920,1200,Windows 11 OS,1,https://www.bhphotovideo.com/explora/sites/default/files/01-HP-Zbook-Firefly.png
592,Dell,Inspiron 3530 15 Laptop,74499,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.TScptz_2rFywkV2j5eUErgHaHa?rs=1&pid=ImgDetMain
593,Lenovo,IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop,47990,65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.HjXp-9PfH3rsHdzMF3KrswHaFV?rs=1&pid=ImgDetMain
594,Lenovo,Yoga 6 13ABR8 83B2007UIN Laptop,85990,71.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR4X,1TB,SSD,AMD Radeon Graphics,13.3,1920,1200,Windows 11 OS,1,https://dam.which.co.uk/IC19565-0268-00-front-615x461.jpg
595,Lenovo,IdeaPad Flex 5 82R900D4IN Laptop,61990,63.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,14.0,1920,1200,Windows 11 OS,1,https://th.bing.com/th/id/OIP.FxL_jXV27MpdAz4wR0S68QHaGS?rs=1&pid=ImgDetMain
596,Ultimus,Neo NU14U3INT54BN Laptop,21990,69.32352941,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated Iris,14.1,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ig9K401Jc-w1200-h1200/g9K401Jc.jpg
597,HP,Victus 15-fb0158AX Gaming Laptop,49990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M,15.6,1920,1080,Windows 11 OS,1,https://m.media-amazon.com/images/I/81g1yZggLYL.jpg
598,Lenovo,Legion Slim 5 82Y9009KIN Gaming Laptop,112990,79.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.0,1920,1200,Windows 11 OS,1,https://th.bing.com/th/id/OIP.x03CgKnGuXC0CGknmkxGhAHaHJ?rs=1&pid=ImgDetMain
599,Lenovo,Legion Slim 5 16APH8 82Y90042IN Gaming Laptop,127990,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560,1600,Windows 11 OS,1,https://th.bing.com/th/id/OIP.F1dPmXKYe3ZiLcMzRG5AmAHaG9?rs=1&pid=ImgDetMain
600,HP,Pavilion x360 14-ek1021TU Laptop,91590,70.0,13th Gen Intel Core i7 1355U ,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.Ksx-oA4E1go_BHkF2u6_MAHaGS?rs=1&pid=ImgDetMain
601,HP,Victus 15-fa1062TX Gaming Laptop,103060,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.pXUS-5nEdL1T5YoauTxXdwHaGS?rs=1&pid=ImgDetMain
602,HP,15-fc0027AU Laptop,39600,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i9r7iQAAd-w1200-h1200/9r7iQAAd.jpg
603,Lenovo,Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop,137590,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560,1600,Windows 11 OS,1,https://th.bing.com/th/id/OIP.BFDObwctjiXDHxX4lPn2YAHaHI?rs=1&pid=ImgDetMain
604,Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,53980,69.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iiAf5GNgw-w420-h420/lenovo-thinkbook-15.jpg
605,Acer,Swift Go 14 NX.KG3SI.005 Laptop,54990,60.0,7th Gen AMD Ryzen 5  7530U,"Hexa Core, 12 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon Graphics,14.0,1920,1080,Windows 11 OS,1,https://m.media-amazon.com/images/I/81rBWYmFm8L._SL1500_.jpg
606,Asus,VivoBook 15 X515MA-BR022WS Laptop,28099,69.32352941,Intel Celeron N4020,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD 600,15.6,1366,768,Windows OS,1,https://m.media-amazon.com/images/I/71yejFYehdL.jpg
607,HP,Spectre 17-cs0097nr Foldable Laptop,415000,67.0,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,17.0,1920,2560,Windows 11 OS,1,https://th.bing.com/th/id/OIP.ttvJCSz1YNQe1Gdpj0VOoQHaFj?rs=1&pid=ImgDetMain
608,Fujitsu,CH‎ 4ZR1L82433 Laptop,64990,66.0,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iekpL4aRH-w1200-h1200/ekpL4aRH.jpg
609,Fujitsu,CH‎ 4ZR1L82434 Laptop,84990,69.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iTcYUqWjr-w1200-h1200/TcYUqWjr.jpg
610,Tecno,Megabook T1 Laptop,52999,67.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,LPDDR4,1TB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i8Tv3C50m-w1200-h1200/8Tv3C50m.jpg
611,Tecno,Megabook T1 Laptop,34999,63.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,LPDDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i8Tv3C50m-w1200-h1200/8Tv3C50m.jpg
612,Asus,Vivobook 15X OLED M3504YA-LK752WS Laptop,65990,67.0,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,Integrated AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iLq2VutUo-w1200-h1200/Lq2VutUo.jpg
613,HP,Victus 15-fb1016AX  Gaming Laptop,56990,67.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/WPCWZaTXzWWHhqiAnoaSpa.jpg
614,Lenovo,ThinkPad E15 20TDS0AD00 Laptop,88999,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,1,https://cdn1.smartprix.com/rx-iHio3imgd-w1200-h1200/Hio3imgd.jpg
615,Lenovo,Ideapad 3 15ITL06 82H803GUIN Laptop,35990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://www.pcmix.com/wp-content/uploads/2021/04/1384-lenovo-ideapad-3-15itl06-intel-core-i7-1165g7-8gb-512gb-ssd-156-768x768.jpg
616,Lenovo,Yoga 7 82YL0060IN Laptop,111490,76.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Integrated Intel Iris Xe Graphics,14.0,2880,1800,Windows 11 OS,1,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6426/6426705_sd.jpg
617,HP,250 G9 7N179PA Laptop,50990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 11 OS,1,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08370144.png
